"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01041","5","10","71","0","2019","A","",222,3118,121861963,31313953,582418,752,39087,"",0.87,0.98,0.99,1.01,1.00,1.01,1.01,"",4,1.8,57,1.9,8421374,7.4,1524471,5.1,20851,3.7,39,5.5,2026,5.5
"01043","0","10","70","0","2019","A","",1860,28982,1158146785,234566706,2296624,768,39961,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,0.7,133,0.5,44240349,4.0,4468122,1.9,-127425,-5.3,25,3.4,1349,3.5
"01043","1","10","71","0","2019","A","",20,210,11528895,0,0,1057,54987,"",1.82,0.38,0.37,0.00,0.00,0.97,0.97,"",1,5.3,13,6.6,499079,4.5,0,0.0,0,0.0,-22,-2.0,-1097,-2.0
"01043","2","10","71","0","2019","A","",17,694,30030447,0,0,832,43261,"",1.34,0.76,0.78,0.00,0.00,1.02,1.02,"",0,0.0,-30,-4.1,786490,2.7,0,0.0,0,0.0,56,7.2,2887,7.2
"01043","3","10","71","0","2019","A","",50,3412,125040877,2156551,14338,705,36646,"",1.61,1.22,1.25,0.68,1.21,1.02,1.02,"",0,0.0,69,2.1,6176945,5.2,148383,7.4,-1179,-7.6,21,3.1,1086,3.1
"01043","5","10","71","0","2019","A","",1773,24666,991546566,232410155,2282286,773,40198,"",0.98,1.00,1.00,1.01,1.00,1.01,1.01,"",12,0.7,81,0.3,36777835,3.9,4319739,1.9,-126246,-5.2,26,3.5,1363,3.5
"01045","0","10","70","0","2019","A","",876,17230,933635951,113950125,1225230,1042,54186,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,0.9,252,1.5,20870251,2.3,-21567588,-15.9,-243084,-16.6,8,0.8,423,0.8
"01045","1","10","71","0","2019","A","",36,2879,195536507,0,0,1306,67912,"",6.96,8.76,7.71,0.00,0.00,0.88,0.88,"",0,0.0,-21,-0.7,4633335,2.4,0,0.0,0,0.0,40,3.2,2074,3.2
"01045","2","10","71","0","2019","A","",14,179,8238962,0,0,887,46135,"",2.34,0.33,0.26,0.00,0.00,0.80,0.80,"",0,0.0,7,4.1,491208,6.3,0,0.0,0,0.0,22,2.5,1177,2.6
"01045","3","10","71","0","2019","A","",56,1919,68806915,956409,5811,689,35852,"",3.83,1.16,0.85,0.62,0.92,0.74,0.74,"",-1,-1.8,-5,-0.3,1512896,2.2,-37764,-3.8,-1093,-15.8,16,2.4,871,2.5
"01045","5","10","71","0","2019","A","",771,12253,661053567,112993716,1219419,1037,53949,"",0.91,0.83,0.83,1.01,1.00,1.00,1.00,"",10,1.3,271,2.3,14232812,2.2,-21529824,-16.0,-241991,-16.6,-1,-0.1,-34,-0.1
"01047","0","10","70","0","2019","A","",859,12201,487624311,94380616,1586101,769,39966,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.4,-259,-2.1,17849191,3.8,21673,0.0,-152910,-8.8,44,6.1,2262,6.0
"01047","1","10","71","0","2019","A","",18,150,9658807,0,0,1239,64428,"",3.55,0.64,0.73,0.00,0.00,1.13,1.13,"",1,5.9,0,0.0,-225199,-2.3,0,0.0,0,0.0,-25,-2.0,-1283,-2.0
"01047","2","10","71","0","2019","A","",20,632,28720532,0,0,874,45438,"",3.40,1.64,1.76,0.00,0.00,1.07,1.07,"",0,0.0,54,9.3,5608512,24.3,0,0.0,0,0.0,104,13.5,5423,13.6
"01047","3","10","71","0","2019","A","",63,1620,55964333,532465,7161,665,34557,"",4.39,1.38,1.33,0.42,0.87,0.96,0.96,"",-1,-1.6,-141,-8.0,-1582775,-2.8,6322,1.2,3076,75.3,37,5.9,1885,5.8
"01047","5","10","71","0","2019","A","",759,9800,393280639,93848151,1578940,772,40132,"",0.91,0.94,0.95,1.01,1.00,1.00,1.00,"",13,1.7,-170,-1.7,14048653,3.7,15351,0.0,-155986,-9.0,41,5.6,2095,5.5
"01049","0","10","70","0","2019","A","",1208,22382,855637558,187903780,2201397,735,38230,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,1.2,585,2.7,40775322,5.0,6839570,3.8,-43225,-1.9,16,2.2,846,2.3
"01049","1","10","71","0","2019","A","",20,167,9217597,0,0,1063,55278,"",2.80,0.39,0.40,0.00,0.00,1.02,1.02,"",1,5.3,8,5.0,609707,7.1,0,0.0,0,0.0,22,2.1,1140,2.1
"01049","2","10","71","0","2019","A","",16,541,20864962,0,0,741,38556,"",1.94,0.77,0.73,0.00,0.00,0.95,0.95,"",-1,-5.9,12,2.3,949061,4.8,0,0.0,0,0.0,18,2.5,937,2.5
"01049","3","10","71","0","2019","A","",59,2683,100206633,4142850,29128,718,37351,"",2.92,1.25,1.36,1.62,2.55,1.09,1.09,"",-1,-1.7,30,1.1,4732610,5.0,154546,3.9,3234,12.5,26,3.8,1364,3.8
"01049","5","10","71","0","2019","A","",1113,18991,725348366,183760930,2172269,735,38195,"",0.95,0.99,0.99,1.00,0.99,1.00,1.00,"",14,1.3,535,2.9,34483944,5.0,6685024,3.8,-46459,-2.1,15,2.1,761,2.0
"01051","0","10","70","0","2019","A","",1415,19892,732618969,148859833,1515454,708,36829,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,1.7,44,0.2,33240765,4.8,1721441,1.2,16603,1.1,30,4.4,1593,4.5
"01051","1","10","71","0","2019","A","",14,169,8234027,0,0,936,48650,"",1.67,0.45,0.41,0.00,0.00,0.93,0.93,"",-1,-6.7,4,2.4,26546,0.3,0,0.0,0,0.0,-18,-1.9,-967,-1.9
"01051","2","10","71","0","2019","A","",27,931,48005500,0,0,992,51582,"",2.79,1.49,1.96,0.00,0.00,1.32,1.32,"",0,0.0,37,4.1,1938037,4.2,0,0.0,0,0.0,1,0.1,28,0.1
"01051","3","10","71","0","2019","A","",47,3343,124141235,8734786,85113,714,37133,"",1.99,1.75,1.96,4.32,10.84,1.13,1.12,"",1,2.2,-22,-0.7,5925897,5.0,-252360,-2.8,-1555,-1.8,38,5.6,2003,5.7
"01051","5","10","71","0","2019","A","",1327,15449,552238207,140125047,1430341,687,35746,"",0.97,0.91,0.88,0.96,0.95,0.97,0.97,"",24,1.8,25,0.2,25350285,4.8,1973801,1.4,18158,1.3,30,4.6,1586,4.6
"01053","0","10","70","0","2019","A","",833,12875,523482223,98192665,1174288,782,40659,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-14,-1.7,101,0.8,18267442,3.6,-586615,-0.6,-101599,-8.0,21,2.8,1109,2.8
"01053","1","10","71","0","2019","A","",7,58,3043561,0,0,1005,52250,"",1.42,0.24,0.21,0.00,0.00,0.90,0.90,"",1,16.7,4,7.4,-18851,-0.6,0,0.0,0,0.0,-82,-7.5,-4287,-7.6
"01053","2","10","71","0","2019","A","",19,498,22058465,0,0,852,44316,"",3.33,1.23,1.26,0.00,0.00,1.03,1.03,"",0,0.0,11,2.3,-141056,-0.6,0,0.0,0,0.0,-26,-3.0,-1315,-2.9
"01053","3","10","71","0","2019","A","",42,3396,148954641,17248903,120170,843,43860,"",3.02,2.74,3.30,12.94,19.76,1.20,1.20,"",-2,-4.5,-25,-0.7,8382250,6.0,166300,1.0,-2096,-1.7,53,6.7,2769,6.7
"01053","5","10","71","0","2019","A","",765,8923,349425556,80943762,1054118,753,39162,"",0.95,0.81,0.78,0.84,0.90,0.96,0.96,"",-13,-1.7,110,1.2,10045099,3.0,-752915,-0.9,-99503,-8.6,12,1.6,651,1.7
"01055","0","10","70","0","2019","A","",2118,35617,1342825798,295382006,3270914,725,37701,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,1.3,-659,-1.8,15033476,1.1,-7627046,-2.5,-283001,-8.0,21,3.0,1099,3.0
"01055","1","10","71","0","2019","A","",19,304,21365087,0,0,1352,70280,"",1.52,0.45,0.59,0.00,0.00,1.31,1.31,"",1,5.6,0,0.0,436943,2.1,0,0.0,0,0.0,28,2.1,1419,2.1
"01055","2","10","71","0","2019","A","",23,778,33368447,0,0,825,42881,"",1.59,0.69,0.74,0.00,0.00,1.07,1.07,"",0,0.0,4,0.5,1430680,4.5,0,0.0,0,0.0,31,3.9,1596,3.9
"01055","3","10","71","0","2019","A","",103,4164,159051252,3733527,47636,735,38201,"",2.91,1.21,1.37,0.93,2.81,1.13,1.13,"",-2,-1.9,47,1.1,7401885,4.9,480216,14.8,18410,63.0,27,3.8,1368,3.7
"01055","5","10","71","0","2019","A","",1973,30372,1129041012,291648479,3223278,715,37174,"",0.96,1.00,0.99,1.01,0.99,0.99,0.99,"",29,1.5,-710,-2.3,5763968,0.5,-8107262,-2.7,-301411,-8.6,20,2.9,1034,2.9
"01057","0","10","70","0","2019","A","",341,4003,137898750,26212092,345123,662,34447,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-2.0,-17,-0.4,4170130,3.1,176955,0.7,36427,11.8,22,3.4,1183,3.6
"01057","1","10","71","0","2019","A","",6,36,1709889,0,0,903,46953,"",2.98,0.47,0.46,0.00,0.00,0.96,0.96,"",0,0.0,0,0.0,55241,3.3,0,0.0,0,0.0,29,3.3,1516,3.3
"01057","2","10","71","0","2019","A","",10,245,8231377,0,0,647,33666,"",4.29,1.94,1.79,0.00,0.00,0.92,0.92,"",1,11.1,3,1.2,322204,4.1,0,0.0,0,0.0,18,2.9,983,3.0
"01057","3","10","71","0","2019","A","",20,908,31997434,209493,1235,678,35239,"",3.51,2.36,2.69,0.59,0.69,1.14,1.14,"",-1,-4.8,12,1.3,1426251,4.7,8080,4.0,48,4.0,22,3.4,1132,3.3
"01057","5","10","71","0","2019","A","",305,2814,95960050,26002599,343888,656,34098,"",0.92,0.82,0.82,1.01,1.00,0.99,0.99,"",-8,-2.6,-31,-1.1,2366434,2.5,168875,0.7,36379,11.8,23,3.6,1205,3.7
"01059","0","10","70","0","2019","A","",601,11092,411556820,88245050,859584,714,37106,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,2.2,281,2.6,16018581,4.0,3050992,3.6,-238158,-21.7,10,1.4,518,1.4
"01059","1","10","71","0","2019","A","",10,86,4735860,0,0,1060,55122,"",2.82,0.41,0.42,0.00,0.00,1.04,1.04,"",1,11.1,1,1.2,-114246,-2.4,0,0.0,0,0.0,-39,-3.5,-2050,-3.6
"01059","2","10","71","0","2019","A","",14,351,14357492,0,0,786,40866,"",3.41,1.00,1.04,0.00,0.00,1.04,1.04,"",0,0.0,-8,-2.2,582454,4.2,0,0.0,0,0.0,47,6.4,2442,6.4
"01059","3","10","71","0","2019","A","",28,1476,58718381,1251348,14630,765,39793,"",2.79,1.38,1.65,1.04,3.29,1.20,1.20,"",2,7.7,6,0.4,2793651,5.0,-120334,-8.8,-3197,-17.9,33,4.5,1751,4.6
"01059","5","10","71","0","2019","A","",550,9179,333745087,86993702,844954,699,36361,"",0.94,0.97,0.95,1.01,0.99,0.98,0.98,"",11,2.0,282,3.2,12756722,4.0,3171326,3.8,-234961,-21.8,5,0.7,283,0.8
"01061","0","10","70","0","2019","A","",502,5110,172641466,40316874,440752,650,33787,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,1.0,98,2.0,6762618,4.1,1953116,5.1,30965,7.6,14,2.2,692,2.1
"01061","1","10","71","0","2019","A","",11,56,2668411,0,0,920,47864,"",3.71,0.57,0.57,0.00,0.00,0.99,0.99,"",1,10.0,2,3.7,98362,3.8,0,0.0,0,0.0,0,0.0,49,0.1
"01061","2","10","71","0","2019","A","",11,88,3374883,0,0,740,38460,"",3.20,0.55,0.58,0.00,0.00,1.07,1.07,"",0,0.0,0,0.0,55611,1.7,0,0.0,0,0.0,17,2.4,883,2.3
"01061","3","10","71","0","2019","A","",34,1278,42350978,5409664,51128,637,33145,"",4.05,2.60,2.84,9.89,22.40,1.09,1.09,"",-2,-5.6,13,1.0,998429,2.4,8602,0.2,-2755,-5.1,8,1.3,455,1.4
"01061","5","10","71","0","2019","A","",446,3689,124247194,34907210,389624,648,33685,"",0.92,0.85,0.84,0.88,0.89,1.00,1.00,"",6,1.4,84,2.3,5610216,4.7,1944514,5.9,33720,9.5,15,2.4,777,2.4
"01063","0","10","70","0","2019","A","",163,1774,62000251,13196818,204609,672,34951,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.6,4,0.2,889227,1.5,1314501,11.1,-52108,-20.3,8,1.2,418,1.2
"01063","1","10","71","0","2019","A","",7,27,1094518,0,0,794,41303,"",7.27,0.80,0.65,0.00,0.00,0.83,0.83,"",0,0.0,-1,-3.6,-123284,-10.1,0,0.0,0,0.0,-58,-6.8,-2981,-6.7
"01063","2","10","71","0","2019","A","",9,54,1927576,0,0,684,35586,"",8.07,0.97,0.93,0.00,0.00,0.96,0.96,"",0,0.0,-1,-1.8,51697,2.8,0,0.0,0,0.0,33,5.1,1736,5.1
"01063","3","10","71","0","2019","A","",23,483,17166467,1089438,10390,683,35541,"",8.44,2.83,3.21,6.08,9.80,1.13,1.13,"",-1,-4.2,-28,-5.5,40402,0.2,2252,0.2,-5088,-32.9,38,5.9,2010,6.0
"01063","5","10","71","0","2019","A","",124,1210,41811690,12107380,194219,664,34548,"",0.78,0.80,0.79,0.94,0.96,0.99,0.99,"",-1,-0.8,34,2.9,920412,2.3,1312249,12.2,-47020,-19.5,-5,-0.7,-223,-0.6
"01065","0","10","70","0","2019","A","",287,2675,101183886,17171016,189822,728,37832,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.1,-57,-2.1,-282022,-0.3,-121610,-0.7,-15837,-7.7,14,2.0,697,1.9
"01065","1","10","71","0","2019","A","",11,49,2497510,0,0,990,51495,"",6.49,0.96,0.91,0.00,0.00,0.96,0.96,"",1,10.0,2,4.3,18294,0.7,0,0.0,0,0.0,-15,-1.5,-791,-1.5
"01065","2","10","71","0","2019","A","",11,89,3547798,0,0,764,39714,"",5.60,1.06,1.05,0.00,0.00,0.99,0.99,"",0,0.0,1,1.1,160927,4.8,0,0.0,0,0.0,20,2.7,1007,2.6
"01065","3","10","71","0","2019","A","",22,732,23957514,1795880,10593,629,32710,"",4.59,2.84,2.74,7.71,10.77,0.96,0.96,"",0,0.0,-13,-1.7,11345,0.0,48604,2.8,285,2.8,11,1.8,564,1.8
"01065","5","10","71","0","2019","A","",243,1804,71181064,15375136,179229,759,39450,"",0.87,0.79,0.82,0.91,0.95,1.04,1.04,"",2,0.8,-49,-2.6,-472588,-0.7,-170214,-1.1,-16122,-8.3,15,2.0,771,2.0
"01067","0","10","70","0","2019","A","",343,3382,148493440,26841481,260521,844,43904,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.6,43,1.3,8385388,6.0,1195388,4.7,4937,1.9,37,4.6,1944,4.6
"01067","1","10","71","0","2019","A","",6,42,1982564,0,0,902,46925,"",2.96,0.65,0.49,0.00,0.00,0.75,0.75,"",0,0.0,-2,-4.5,-62434,-3.1,0,0.0,0,0.0,-2,-0.2,-86,-0.2
"01067","2","10","71","0","2019","A","",10,69,3004546,0,0,833,43335,"",4.26,0.65,0.61,0.00,0.00,0.93,0.93,"",-1,-9.1,-1,-1.4,-97965,-3.2,0,0.0,0,0.0,-22,-2.6,-1145,-2.6
"01067","3","10","71","0","2019","A","",21,597,20821296,819760,7829,671,34867,"",3.66,1.83,1.62,2.25,5.80,0.89,0.89,"",-1,-4.5,-4,-0.7,699535,3.5,-32931,-3.9,10,0.1,27,4.2,1391,4.2
"01067","5","10","71","0","2019","A","",306,2674,122685034,26021721,252692,882,45889,"",0.92,0.93,0.97,0.99,0.98,1.05,1.05,"",4,1.3,49,1.9,7846252,6.8,1228319,5.0,4927,2.0,41,4.9,2137,4.9
"01069","0","10","70","0","2019","A","",3010,49036,2143467754,391213127,4047638,841,43712,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",41,1.4,991,2.1,90810165,4.4,14030686,3.7,-291601,-6.7,19,2.3,988,2.3
"01069","1","10","71","0","2019","A","",25,298,19237437,0,0,1241,64555,"",1.41,0.32,0.33,0.00,0.00,1.04,1.04,"",0,0.0,-2,-0.7,409264,2.2,0,0.0,0,0.0,33,2.7,1742,2.8
"01069","2","10","71","0","2019","A","",30,996,44258387,0,0,855,44436,"",1.46,0.64,0.62,0.00,0.00,0.96,0.96,"",-1,-3.2,5,0.5,2018988,4.8,0,0.0,0,0.0,35,4.3,1813,4.3
"01069","3","10","71","0","2019","A","",72,7169,356316991,4171535,27721,956,49705,"",1.43,1.52,1.93,0.79,1.32,1.27,1.27,"",-1,-1.4,109,1.5,12004238,3.5,-570739,-12.0,-3977,-12.5,18,1.9,938,1.9
"01069","5","10","71","0","2019","A","",2884,40573,1723654939,387041592,4019917,817,42483,"",0.99,0.97,0.94,1.01,1.00,0.97,0.97,"",43,1.5,879,2.2,76377675,4.6,14601425,3.9,-287624,-6.7,19,2.4,984,2.4
"01071","0","10","70","0","2019","A","",1003,15596,578162287,123309045,1964812,713,37071,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.2,-297,-1.9,3207255,0.6,86049,0.1,-70712,-3.5,17,2.4,894,2.5
"01071","1","10","71","0","2019","A","",22,137,9400100,0,0,1315,68406,"",3.71,0.46,0.60,0.00,0.00,1.30,1.30,"",1,4.8,0,0.0,-412341,-4.2,0,0.0,0,0.0,-59,-4.3,-3044,-4.3
"01071","2","10","71","0","2019","A","",13,195,8559930,12086,69,845,43935,"",1.89,0.40,0.44,0.02,0.04,1.12,1.12,"",0,0.0,1,0.5,414284,5.1,-8426,-41.1,-52,-43.0,35,4.3,1839,4.4
"01071","3","10","71","0","2019","A","",64,2752,105193930,2811482,20639,735,38227,"",3.82,1.83,2.11,1.68,2.03,1.15,1.15,"",-1,-1.5,11,0.4,1635943,1.6,-41225,-1.4,-2388,-10.4,8,1.1,439,1.2
"01071","5","10","71","0","2019","A","",905,12512,455008327,120485477,1944104,699,36366,"",0.93,0.94,0.92,1.00,1.00,0.98,0.98,"",13,1.5,-310,-2.4,1569369,0.3,135700,0.1,-68272,-3.4,19,2.8,1000,2.8
"01073","0","10","70","0","2019","A","",19143,354285,20343786742,2837185799,33529385,1104,57422,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",240,1.3,4330,1.2,659240430,3.3,66429758,2.4,-2246357,-6.3,22,2.0,1173,2.1
"01073","1","10","71","0","2019","A","",95,8089,611686234,0,0,1454,75624,"",0.84,1.20,1.11,0.00,0.00,0.93,0.92,"",0,0.0,74,0.9,444787,0.1,0,0.0,0,0.0,-13,-0.9,-635,-0.8
"01073","2","10","71","0","2019","A","",81,24072,1431325771,0,0,1143,59461,"",0.62,2.16,2.10,0.00,0.00,0.98,0.98,"",-1,-1.2,799,3.4,80916884,6.0,0,0.0,0,0.0,27,2.4,1437,2.5
"01073","3","10","71","0","2019","A","",425,27046,1387421235,6304228,49695,987,51299,"",1.33,0.79,0.79,0.16,0.29,1.00,1.00,"",0,0.0,0,0.0,40668766,3.0,156901,2.6,-12951,-20.7,29,3.0,1504,3.0
"01073","5","10","71","0","2019","A","",18543,295079,16913353502,2830881571,33479690,1102,57318,"",1.00,0.98,0.97,1.02,1.00,1.00,1.00,"",241,1.3,3458,1.2,537209993,3.3,66272857,2.4,-2233406,-6.3,22,2.0,1162,2.1
"01075","0","10","70","0","2019","A","",280,3472,142951711,26370842,311668,792,41177,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-1.8,15,0.4,4484719,3.2,-290437,-1.1,74421,31.4,22,2.9,1124,2.8
"01075","1","10","71","0","2019","A","",8,37,1571559,0,0,819,42570,"",4.84,0.56,0.40,0.00,0.00,0.73,0.73,"",1,14.3,0,0.0,-74284,-4.5,0,0.0,0,0.0,-31,-3.6,-1614,-3.7
"01075","2","10","71","0","2019","A","",9,74,2749020,0,0,715,37191,"",4.70,0.68,0.58,0.00,0.00,0.85,0.85,"",0,0.0,-1,-1.3,-47082,-1.7,0,0.0,0,0.0,-4,-0.6,-173,-0.5
"01075","3","10","71","0","2019","A","",30,474,16756595,166353,981,680,35376,"",6.41,1.42,1.36,0.46,0.61,0.96,0.96,"",0,0.0,3,0.6,339892,2.1,5206,3.2,30,3.2,10,1.5,546,1.6
"01075","5","10","71","0","2019","A","",233,2887,121874537,26204489,310687,812,42213,"",0.86,0.97,1.00,1.01,1.00,1.03,1.03,"",-6,-2.5,13,0.5,4266193,3.6,-295643,-1.1,74391,31.5,25,3.2,1287,3.1
"01077","0","10","70","0","2019","A","",2130,29715,1071911278,225963800,2674918,694,36074,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",19,0.9,-23,-0.1,30394271,2.9,-2417157,-1.1,-291117,-9.8,20,3.0,1051,3.0
"01077","1","10","71","0","2019","A","",22,279,18151597,0,0,1252,65079,"",1.75,0.49,0.62,0.00,0.00,1.27,1.27,"",2,10.0,4,1.5,-230171,-1.3,0,0.0,0,0.0,-35,-2.7,-1825,-2.7
"01077","2","10","71","0","2019","A","",16,1296,66065634,0,0,980,50977,"",1.10,1.38,1.84,0.00,0.00,1.33,1.33,"",0,0.0,30,2.4,4875333,8.0,0,0.0,0,0.0,51,5.5,2650,5.5
"01077","3","10","71","0","2019","A","",47,3341,138061301,839246,8408,795,41322,"",1.32,1.17,1.49,0.27,0.61,1.28,1.28,"",-1,-2.1,57,1.7,7172554,5.5,20898,2.6,38,0.5,29,3.8,1471,3.7
"01077","5","10","71","0","2019","A","",2046,24799,849632746,225124554,2666510,659,34261,"",0.99,0.98,0.93,1.02,1.00,0.95,0.95,"",19,0.9,-114,-0.5,18576555,2.2,-2438055,-1.1,-291155,-9.8,17,2.6,902,2.7
"01079","0","10","70","0","2019","A","",475,5033,179834948,33491258,406460,687,35733,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,3.5,132,2.7,8409889,4.9,377571,1.1,-58817,-12.6,14,2.1,758,2.2
"01079","1","10","71","0","2019","A","",11,84,5830543,0,0,1336,69480,"",3.92,0.88,1.19,0.00,0.00,1.37,1.37,"",1,10.0,0,0.0,203426,3.6,0,0.0,0,0.0,41,3.2,2157,3.2
"01079","2","10","71","0","2019","A","",11,165,7085590,0,0,824,42856,"",3.39,1.04,1.18,0.00,0.00,1.13,1.13,"",-1,-8.3,1,0.6,361061,5.4,0,0.0,0,0.0,37,4.7,1915,4.7
"01079","3","10","71","0","2019","A","",32,1094,38430018,388257,6874,676,35128,"",4.03,2.26,2.47,0.85,3.27,1.10,1.10,"",0,0.0,11,1.0,1573649,4.3,11515,3.1,-807,-10.5,21,3.2,1094,3.2
"01079","5","10","71","0","2019","A","",420,3690,128488797,33103001,399586,670,34826,"",0.91,0.86,0.84,1.01,0.99,0.98,0.97,"",15,3.7,119,3.3,6271753,5.1,366056,1.1,-58010,-12.7,12,1.8,597,1.7
"01081","0","10","70","0","2019","A","",3314,60300,2455352849,424361148,4852812,783,40719,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",110,3.4,1303,2.2,129214586,5.6,15467607,3.8,166413,3.6,25,3.3,1291,3.3
"01081","1","10","71","0","2019","A","",17,309,20161821,0,0,1256,65301,"",0.87,0.27,0.30,0.00,0.00,1.13,1.13,"",-1,-5.6,12,4.0,576815,2.9,0,0.0,0,0.0,-13,-1.0,-679,-1.0
"01081","2","10","71","0","2019","A","",27,7349,472795073,0,0,1237,64339,"",1.19,3.87,5.76,0.00,0.00,1.49,1.49,"",-1,-3.6,127,1.8,18763522,4.1,0,0.0,0,0.0,28,2.3,1469,2.3
"01081","3","10","71","0","2019","A","",106,8046,374673968,1330781,11897,896,46569,"",1.91,1.39,1.77,0.23,0.47,1.28,1.27,"",4,3.9,131,1.7,21021052,5.9,140497,11.8,-4729,-28.4,37,4.3,1888,4.2
"01081","5","10","71","0","2019","A","",3164,44597,1587721987,423030367,4840915,685,35601,"",0.98,0.87,0.76,1.02,1.00,0.88,0.87,"",107,3.5,1033,2.4,88853197,5.9,15327110,3.8,171142,3.7,23,3.5,1195,3.5
"01083","0","10","70","0","2019","A","",1495,24368,1208318510,186194184,3230392,954,49587,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",38,2.6,389,1.6,15519972,1.3,4144877,2.3,-501082,-13.4,-3,-0.3,-158,-0.3
"01083","1","10","71","0","2019","A","",16,1463,189142634,0,0,2486,129269,"",1.81,3.15,5.76,0.00,0.00,1.83,1.83,"",1,6.7,30,2.1,-23288,0.0,0,0.0,0,0.0,-53,-2.1,-2753,-2.1
"01083","2","10","71","0","2019","A","",16,1602,73914352,0,0,887,46141,"",1.56,2.09,1.83,0.00,0.00,0.88,0.88,"",0,0.0,-4,-0.2,5952590,8.8,0,0.0,0,0.0,73,9.0,3824,9.0
"01083","3","10","71","0","2019","A","",25,3547,149838461,322107,2582,812,42249,"",1.00,1.51,1.44,0.13,0.15,0.95,0.95,"",0,0.0,25,0.7,5741773,4.0,-21363,-6.2,-2022,-43.9,25,3.2,1331,3.3
"01083","5","10","71","0","2019","A","",1439,17756,795423063,185872077,3227810,861,44797,"",0.99,0.85,0.77,1.02,1.01,0.90,0.90,"",38,2.7,338,1.9,3848897,0.5,4166240,2.3,-499060,-13.4,-13,-1.5,-649,-1.4
"01085","0","10","70","0","2019","A","",182,2320,111157591,17031474,334420,921,47913,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,5.8,-34,-1.4,4507523,4.2,-1244419,-6.8,-11712,-3.4,50,5.7,2606,5.8
"01085","1","10","71","0","2019","A","",7,32,1640340,0,0,981,50995,"",6.51,0.72,0.54,0.00,0.00,0.75,0.75,"",1,16.7,3,10.3,160298,10.8,0,0.0,0,0.0,13,1.3,682,1.4
"01085","2","10","71","0","2019","A","",7,53,2754546,0,0,993,51648,"",5.62,0.73,0.74,0.00,0.00,1.02,1.02,"",0,0.0,0,0.0,128859,4.9,0,0.0,0,0.0,43,4.5,2262,4.6
"01085","3","10","71","0","2019","A","",21,438,15802627,240211,4519,694,36079,"",6.90,1.96,1.65,1.04,2.61,0.84,0.84,"",1,5.0,7,1.6,460709,3.0,29092,13.8,1797,66.0,9,1.3,483,1.4
"01085","5","10","71","0","2019","A","",147,1797,90960078,16791263,329901,974,50632,"",0.83,0.91,0.96,1.01,0.99,1.06,1.06,"",8,5.8,-43,-2.3,3757657,4.3,-1273511,-7.0,-13509,-3.9,63,6.9,3248,6.9
"01087","0","10","70","0","2019","A","",240,4628,205225516,19928649,247161,853,44345,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,2.1,-122,-2.6,2768047,1.4,-1021044,-4.9,-43982,-15.1,33,4.0,1719,4.0
"01087","1","10","71","0","2019","A","",11,895,60241270,0,0,1295,67321,"",7.76,10.14,10.81,0.00,0.00,1.07,1.07,"",1,10.0,6,0.7,921242,1.6,0,0.0,0,0.0,11,0.9,557,0.8
